query,classlabel
WebappLoader exception workDir exists unpackWARs Webapp Loader work Dir unpack WARs,good
read POST data filter valve,bad
Unable ResourceBundle Tomcat Resource Bundle,good
Atomicity violation,bad
Wasted work AbstractReplicatedMap excludeFromSet Replicated Map exclude,good
Wasted work TestNonLoginAndBasicAuthenticator doTestBasic Test Login Basic Authenticator Test Basic,good
catalina base ConfigFileLoader NPE initializer Config File Loader,good
Tomcat JAAS problem CDI,bad
HTTP Connector incorrectly Exception Invalid Modified Header,good
NullPointerException DefaultInstanceManager processAnnotations Pointer Exception Instance Manager process Annotations,good
Tomcat manager incorrect deployment status,bad
WebSocket implementation issue wrapped requests Web Socket,good
Don create SESSIONS ser session exists,good
ParserController hasJspRoot detect JSP XML syntax jsp root namespace declaration delimiters Parser Controller Jsp Root,good
ImageIO based applications fail deploy Tomcat worked Image,bad
Duplication recycling path ServerCookie Server Cookie,good
Tomcat shut LifecycleListener exception Lifecycle Listener,bad
Wrong loader myServlet destroy called myServlet shared directory Servlet Servlet,bad
WebappClassLoader java lang OutOfMemoryError findResourceInternal Webapp Loader Memory Error find Resource Internal,good
MBeanServer invoke issue MBean Server,bad
CorsFilter support PATCH method Cors Filter,good
Servlet superclass injection targets,good
ExceptionUtils missing bootstrap jar Exception Utils,good
Cookie parsing bug empty equal sign,bad
NullPointerException context xml Resource Pointer Exception,bad
wrong javax servlet async request uri javax servlet async path info missing,good
AjpNioProtocol corrupts ignores request body Ajp Nio Protocol,good
manager XML hard coded path XSL transformation,good
servlet cgi bounds exception cgi,good
memory caused notFoundResources org apache catalina loader WebappClassLoader Resources Webapp Loader,good
WebdavServlet returns incorrect values href property mapped url prefix Webdav Servlet,good
Add RemoteIpFilter test Remote Filter,good
Wasted work AttributeNamesEnumerator constructor Attribute Names Enumerator,good
ManagerBase setRandomFile error handling Manager Base Random File,good
Wasted work ErrorReportValve getPartialServletStackTrace Error Report Valve Partial Servlet Stack Trace,good
NIO connectionUploadTimeout work connection Upload Timeout,bad
NullPointerException JNDIRealm search finds org apache catalina realm JNDIRealm Pointer Exception,good
JNDIRealm userSearch work active directory roles user Search,good
Timeout argument misprocessed expiring sessions Tomcat Manager,bad
NamingContextListener fails add PropertyChangeListener namingResources Naming Context Listener Property Change Listener naming Resources,good
Configuration Realms nested levels deep,good
EvaluationContext wrapper hides locale Evaluation Context,good
Processing Tomcat Connector configuration leave connectors uninitialized,good
ClassNotFoundException deserializing custom object FileStore Exception File Store,good
Impossible condition coyote http Http Processor process Socket socket,bad
connectionTimeout high CPU connection Timeout,bad
Resources served WEB INF lib jar META INF resources metadata complete web xml,good
Incorrect Parameter RemoteIpValve Examples Remote Valve,good
connectionTimeout timeout negative connection Timeout,bad
JMXAccessorTask String constants JMXAccessor Task,good
Expression Language expressions result TagData REQUEST TIME object Tag Data,good
Latest trunck configure context metadata complete version,good
Tomcat reports missing context xml wrong location JMX deployment,bad
download file size NIO connector tomcat version configuration download tomcat,bad
KeyReference Objects CMS remark Times Key Reference,good
small TaskThreadFactory Task Thread Factory,good
NPE AprEndpoint java Apr Endpoint,good
Duplicate comment code CoyoteAdapter java Coyote Adapter,good
SPNEGO loginConfigName work login Config,good
TLS prefixed ciphers discarded IBM JRE,good
Global error handled,bad
metadata complete illegal JVM CONSTANT,bad
SEVERE ServletContentInitializer Licensed Apache Software Foundation ASF created Servlet Content Initializer,bad
TestNonLoginAndBasicAuthenticator test session timeout properly Test Login Basic Authenticator,good
org apache naming NamingContext destroySubcontext method doesn invoke recursively invoke unbind method Naming Context destroy Subcontext,good
org apache naming NamingContext createSubcontext method returns Context wrong Naming Context create Subcontext,good
User doesn check argument roles,good
ArrayIndexOutOfBoundsException setting org apache jasper runtime BodyContentImpl LIMIT BUFFER Array Bounds Exception Body Content Impl,good
Automatic deployment TCD deletes customized context xml file,good
memory leak JspRuntimeContext Jsp Runtime Context,bad
JSP compilation exception pageEncoding utf file order marks Encoding,good
ExpressionFactory newInstance privileged Expression Factory Instance,good
StandardPipeline destroyed times Standard Pipeline,good
ServletContext getResource path doesn accept Servlet Context Resource,bad
DefaultInstanceManager populateAnnotationsCache incomplete check validating setter method Instance Manager populate Annotations Cache,good
DirContextURLConnection getInputStream fails reopen resources ProxyDirContext Dir Context URLConnection Input Stream Proxy Dir Context,good
javaURLContextFactory javadoc refers defunct names initial context properties java URLContext Factory,good
Tomcat fails call method filter configured Servlet API running SecurityManager Security Manager,bad
ChannelData SECURE RANDOM UUID mutable field Channel Data,good
RealmBase init cleanup Realm Base,good
Util specialCharactersRepresentation special Characters Representation,good
util IntrospectionUtils PATH SEPARATOR Introspection Utils,good
listings escape XML characters,good
org apache tomcat util net AprEndpoint unlockAccept wakeup accepts deferred accept BSD filters Apr Endpoint unlock Accept,good
StandardHostValve status unnecessarily HTML escapes error message Standard Host Valve,good
Add drop additional clarification doc delegate setting WebappClassLoader Webapp Loader,good
NPEs SimpleTCPCluster Simple TCPCluster,good
raw types,bad
ContextConfig unnecessary checks Context Config,good
Spurious deprecated tags ServletContext Servlet Context,good
runtime JspFactoryImpl PageContextPool Jsp Factory Impl Context Pool,good
Lack synchronization org apache catalina security SecurityUtil Security Util,good
Memory leak HttpSession Http Session,bad
Inefficient String concatenation loop,bad
Misleading comments StandardClassLoader Standard Loader,good
NIO thread locked,bad
Servlet response writer respect separator system property,bad
WebappClassLoader cache META INF services leads performance issues Webapp Loader,good
Bootstrap misspelled Boostrap javadoc org apache catalina startup Bootstrap,good
org apache tomcat websocket WsSession repeated conditional tests Session,good
javadoc org apache catalina startup Catalina complete usage method,good
IllegalStateException zip file closed resource webfragment jar JreMemoryLeakPreventionListener removed Illegal Exception Jre Memory Leak Prevention Listener,bad
JSP compilation problem application context root white spaces,bad
DigestAuthenticator Helper incorrect lazy initialisation Digest Authenticator,good
Correct display outdated sessions sessions count listing Manager application,good
JNDI working,bad
NullPointerException tribes transport nio NioReceiver listen test Pointer Exception Nio Receiver,good
Enhance Exception reporting JAR file error,good
Member hostname components printed signed bits,bad
ExpiresFilter year synonym years configuration Expires Filter,good
Read failed APR error code,bad
misspellings javadoc org apache catalina startup ContextConfig Context Config,good
Impossible naming factory SendMailFactory getObjectInstance Send Mail Factory Object Instance,bad
Field org apache catalina tribes transport bio util FastQueue enabled Fast Queue,good
misspelling javadoc org apache catalina startup SetNextNamingRule Naming Rule,good
Incorrect lazy initialization update fields,bad
misspellings javadoc org apache catalina startup TldConfig Tld Config,good
misspellings javadoc org apache catalina startup WebRuleSet Web Rule,good
NioConnector caches corrupted concurrent comet close Nio Connector,good
primary sessions deleted BackupManager stopInternal Backup Manager Internal,good
ClassCastException BackupManager stopInternal Exception Backup Manager Internal,good
